CH_ISO;AREA_HA;X_MIN;X_MAX;Y_MIN;Y_MAX;X_CNTR;Y_CNTR;Z_MIN;Z_MAX;Z_AVG;Z_MED
CH;4129069;485411;833841;75272;295934;659600;201300;192;4631;1306;1079
