Gemeinde, Frauen  +/- pro 100,20-24  jährigeFrauen +/- pro 100,25-29  jährigeFrauen +/- pro 100,30-34  jährigeFrauen +/- pro 100,35-39  jährigeFrauen +/- pro 100,40-44  jährigeFrauen +/- pro 100,45-49  jährigeFrauen +/- pro 100,50-54  jährigeFrauen +/- pro 100,55-59  jährigeFrauen +/- pro 100,60-64  jährigeFrauen +/- pro 100,65-69  jährigeFrauen +/- pro 100,70-74  jährigeFrauen +/- pro 100,75-79  jährigeFrauen +/- pro 100,80-84  jährigeFrauen +/- pro 100,85-89  jährigeFrauen +/- pro 100,90-94  jährigeFrauen +/- pro 100, Männer  +/- pro 100,20-24  jährigeMänner +/- pro 100,25-29  jährigeMänner +/- pro 100,30-34  jährigeMänner +/- pro 100,35-39  jährigeMänner +/- pro 100,40-44  jährigeMänner +/- pro 100,45-49  jährigeMänner +/- pro 100,50-54  jährigeMänner +/- pro 100,55-59  jährigeMänner +/- pro 100,60-64  jährigeMänner +/- pro 100,65-69  jährigeMänner +/- pro 100,70-74  jährigeMänner +/- pro 100,75-79  jährigeMänner +/- pro 100,80-84  jährigeMänner +/- pro 100,85-89  jährigeMänner +/- pro 100,90-94  jährigeMänner +/- pro 100
Aubonne,0.4,-0.4,-0.9,-0.4,-0.0,0.2,0.1,0.1,0.1,0.3,0.3,0.6,0.2,0.4,0.5,0.5,-0.4,0.4,0.9,0.4,0.0,-0.2,-0.1,-0.1,-0.1,-0.3,-0.3,-0.6,-0.2,-0.4,-0.5,-0.5
Ballens,-1.6,-0.2,0.2,-0.4,-0.2,-1.4,0.2,-0.2,-0.4,0.0,0.4,0.2,1.0,0.8,0.0,0.6,1.6,0.2,-0.2,0.4,0.2,1.4,-0.2,0.2,0.4,0.0,-0.4,-0.2,-1.0,-0.8,0.0,-0.6
Berolle,-2.1,0.3,-1.4,0.3,0.0,-0.7,0.7,-1.7,0.7,0.3,-1.0,1.4,0.7,0.3,-0.3,0.0,2.1,-0.3,1.4,-0.3,0.0,0.7,-0.7,1.7,-0.7,-0.3,1.0,-1.4,-0.7,-0.3,0.3,0.0
Bière,-0.3,-0.6,-0.6,-0.3,-0.3,-0.4,-0.1,0.3,0.3,-0.2,0.6,0.1,0.6,0.8,0.8,1.0,0.3,0.6,0.6,0.3,0.3,0.4,0.1,-0.3,-0.3,0.2,-0.6,-0.1,-0.6,-0.8,-0.8,-1.0
Bougy-Villars,3.9,-1.4,0.0,-0.6,0.0,0.0,0.6,0.6,0.4,-0.6,0.2,1.0,0.4,0.2,0.8,0.2,-3.9,1.4,0.0,0.6,0.0,0.0,-0.6,-0.6,-0.4,0.6,-0.2,-1.0,-0.4,-0.2,-0.8,-0.2
Féchy,1.6,0.5,0.5,-0.8,-0.1,-0.2,0.5,0.2,0.4,-0.4,0.1,0.1,0.4,0.4,0.6,0.4,-1.6,-0.5,-0.5,0.8,0.1,0.2,-0.5,-0.2,-0.4,0.4,-0.1,-0.1,-0.4,-0.4,-0.6,-0.4
Gimel,2.8,-0.2,-0.4,-0.2,-0.2,0.3,-0.1,-0.1,0.5,0.0,0.3,0.2,0.0,0.4,0.7,0.8,-2.8,0.2,0.4,0.2,0.2,-0.3,0.1,0.1,-0.5,0.0,-0.3,-0.2,0.0,-0.4,-0.7,-0.8
Mollens (VD),-0.7,-0.7,0.0,-1.0,-1.0,1.7,0.0,-2.0,0.3,0.7,0.3,-1.0,0.7,0.0,1.4,0.0,0.7,0.7,0.0,1.0,1.0,-1.7,0.0,2.0,-0.3,-0.7,-0.3,1.0,-0.7,0.0,-1.4,0.0
Montherod,-1.9,-0.4,-0.4,-1.0,-0.6,-0.6,0.2,0.0,0.6,-0.4,-0.2,0.2,0.4,0.4,0.4,0.4,1.9,0.4,0.4,1.0,0.6,0.6,-0.2,0.0,-0.6,0.4,0.2,-0.2,-0.4,-0.4,-0.4,-0.4
Saint-Livres,-1.5,0.8,-0.4,1.0,-0.7,0.8,-1.1,0.0,-1.0,0.3,0.6,0.0,0.7,-0.1,0.1,0.0,1.5,-0.8,0.4,-1.0,0.7,-0.8,1.1,0.0,1.0,-0.3,-0.6,0.0,-0.7,0.1,-0.1,0.0
Saint-Oyens,2.0,0.0,-0.9,-0.6,-0.6,0.9,0.3,-0.9,-0.9,0.6,0.9,1.7,-0.3,0.6,-0.3,0.9,-2.0,0.0,0.9,0.6,0.6,-0.9,-0.3,0.9,0.9,-0.6,-0.9,-1.7,0.3,-0.6,0.3,-0.9
Saubraz,4.6,3.8,0.0,-1.5,-0.3,0.0,0.0,0.5,0.8,-0.8,0.0,0.0,0.0,0.8,0.8,-0.5,-4.6,-3.8,0.0,1.5,0.3,0.0,0.0,-0.5,-0.8,0.8,0.0,0.0,0.0,-0.8,-0.8,0.5
La Chaux (Cossonay),1.2,0.5,-1.2,0.5,0.5,-0.7,0.5,-1.0,0.0,0.7,-0.2,0.7,1.0,0.2,0.0,0.0,-1.2,-0.5,1.2,-0.5,-0.5,0.7,-0.5,1.0,0.0,-0.7,0.2,-0.7,-1.0,-0.2,0.0,0.0
Chavannes-le-Veyron,8.3,-0.8,0.0,3.3,0.8,0.0,-1.7,0.8,0.8,1.7,0.0,-0.8,-0.8,0.0,0.8,0.0,-8.3,0.8,0.0,-3.3,-0.8,0.0,1.7,-0.8,-0.8,-1.7,0.0,0.8,0.8,0.0,-0.8,0.0
Chevilly,9.4,0.3,-0.3,0.0,0.0,-1.0,0.3,0.7,0.0,0.0,0.0,1.4,0.7,0.3,1.0,0.3,-9.4,-0.3,0.3,0.0,0.0,1.0,-0.3,-0.7,0.0,0.0,0.0,-1.4,-0.7,-0.3,-1.0,-0.3
Cossonay,2.4,0.0,-0.8,-0.5,-0.3,0.2,0.5,0.1,0.5,0.3,0.4,0.4,0.5,0.3,0.5,0.2,-2.4,0.0,0.8,0.5,0.3,-0.2,-0.5,-0.1,-0.5,-0.3,-0.4,-0.4,-0.5,-0.3,-0.5,-0.2
Cottens (VD),2.1,-0.2,0.8,0.0,-0.4,0.4,0.2,-0.4,0.4,0.2,0.0,0.2,1.1,0.4,0.6,0.4,-2.1,0.2,-0.8,0.0,0.4,-0.4,-0.2,0.4,-0.4,-0.2,0.0,-0.2,-1.1,-0.4,-0.6,-0.4
Cuarnens,-2.7,-1.8,1.4,-3.0,0.0,0.0,0.0,-0.7,0.0,-0.7,0.7,0.0,0.5,0.9,0.5,0.7,2.7,1.8,-1.4,3.0,0.0,0.0,0.0,0.7,0.0,0.7,-0.7,0.0,-0.5,-0.9,-0.5,-0.7
Dizy,-2.3,-0.5,-3.2,0.5,0.5,0.0,2.7,0.5,-0.5,0.5,-0.5,0.0,0.0,-0.5,0.9,-0.5,2.3,0.5,3.2,-0.5,-0.5,0.0,-2.7,-0.5,0.5,-0.5,0.5,0.0,0.0,0.5,-0.9,0.5
Eclépens,-5.1,0.0,-1.9,-0.6,-0.9,-0.6,0.0,-0.2,0.3,-0.3,0.0,0.2,0.3,0.3,0.5,0.3,5.1,0.0,1.9,0.6,0.9,0.6,0.0,0.2,-0.3,0.3,0.0,-0.2,-0.3,-0.3,-0.5,-0.3
Ferreyres,-7.0,-1.0,-1.6,-2.2,0.0,-0.6,-0.3,-1.0,1.0,-0.3,0.0,0.0,0.0,0.6,0.0,0.0,7.0,1.0,1.6,2.2,0.0,0.6,0.3,1.0,-1.0,0.3,0.0,0.0,0.0,-0.6,0.0,0.0
Gollion,-0.8,1.6,-0.2,-0.8,0.1,-0.1,0.3,0.0,0.1,0.7,0.3,0.1,0.3,0.1,-0.1,0.1,0.8,-1.6,0.2,0.8,-0.1,0.1,-0.3,0.0,-0.1,-0.7,-0.3,-0.1,-0.3,-0.1,0.1,-0.1
Grancy,0.3,-1.3,0.5,1.0,0.3,-2.3,0.3,-0.5,0.0,0.0,0.5,0.3,0.0,0.5,0.5,-0.3,-0.3,1.3,-0.5,-1.0,-0.3,2.3,-0.3,0.5,0.0,0.0,-0.5,-0.3,0.0,-0.5,-0.5,0.3
L'Isle,0.5,-0.7,-2.1,-0.3,0.1,-0.2,0.4,1.0,0.4,0.3,0.5,-0.2,0.4,0.3,0.4,0.5,-0.5,0.7,2.1,0.3,-0.1,0.2,-0.4,-1.0,-0.4,-0.3,-0.5,0.2,-0.4,-0.3,-0.4,-0.5
Mauraz,18.4,-2.0,2.0,0.0,0.0,-2.0,2.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-18.4,2.0,-2.0,0.0,0.0,2.0,-2.0,-4.1,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0
Moiry,4.8,1.0,0.3,-1.7,-0.7,0.0,0.3,0.3,0.0,0.0,0.7,-0.3,0.7,0.3,0.3,0.7,-4.8,-1.0,-0.3,1.7,0.7,0.0,-0.3,-0.3,0.0,0.0,-0.7,0.3,-0.7,-0.3,-0.3,-0.7
Mont-la-Ville,-1.6,-0.5,-1.3,0.0,-0.3,0.5,1.0,-0.5,0.3,-0.3,-0.3,0.5,0.3,0.8,1.3,0.0,1.6,0.5,1.3,0.0,0.3,-0.5,-1.0,0.5,-0.3,0.3,0.3,-0.5,-0.3,-0.8,-1.3,0.0
Montricher,2.6,0.0,-0.7,0.4,0.7,-0.1,0.1,-0.6,0.1,0.6,0.7,-0.3,-0.3,0.4,0.7,0.0,-2.6,0.0,0.7,-0.4,-0.7,0.1,-0.1,0.6,-0.1,-0.6,-0.7,0.3,0.3,-0.4,-0.7,0.0
Orny,2.7,-2.4,-0.5,-0.3,-0.5,0.0,0.5,-0.8,-0.5,-0.3,0.3,0.8,0.5,0.8,1.1,1.3,-2.7,2.4,0.5,0.3,0.5,0.0,-0.5,0.8,0.5,0.3,-0.3,-0.8,-0.5,-0.8,-1.1,-1.3
Pampigny,-2.0,-1.7,-1.1,-0.4,-0.5,0.0,0.4,0.4,-0.2,0.6,1.0,0.4,0.4,0.2,0.5,0.3,2.0,1.7,1.1,0.4,0.5,0.0,-0.4,-0.4,0.2,-0.6,-1.0,-0.4,-0.4,-0.2,-0.5,-0.3
Pompaples,3.8,0.0,-1.0,-1.0,-0.2,-0.5,0.2,-0.1,0.0,0.6,0.4,1.1,0.6,1.2,1.1,0.4,-3.8,0.0,1.0,1.0,0.2,0.5,-0.2,0.1,0.0,-0.6,-0.4,-1.1,-0.6,-1.2,-1.1,-0.4
La Sarraz,2.2,-0.7,-0.3,0.2,-0.5,0.2,0.4,-0.4,0.1,0.6,0.3,0.4,0.6,0.9,0.5,0.1,-2.2,0.7,0.3,-0.2,0.5,-0.2,-0.4,0.4,-0.1,-0.6,-0.3,-0.4,-0.6,-0.9,-0.5,-0.1
Senarclens,2.4,-0.2,-0.2,0.2,-0.2,0.4,-0.9,-0.4,1.1,0.2,0.4,-0.4,-0.9,0.9,1.3,0.4,-2.4,0.2,0.2,-0.2,0.2,-0.4,0.9,0.4,-1.1,-0.2,-0.4,0.4,0.9,-0.9,-1.3,-0.4
Sévery,1.3,-1.7,-1.3,0.4,0.4,0.4,0.0,1.7,-1.3,0.9,1.7,-0.9,0.9,0.0,0.0,0.4,-1.3,1.7,1.3,-0.4,-0.4,-0.4,0.0,-1.7,1.3,-0.9,-1.7,0.9,-0.9,0.0,0.0,-0.4
Aclens,-3.8,-1.1,-1.1,0.4,-1.3,-0.8,-0.2,-0.8,0.2,-0.6,-1.0,-0.2,0.4,-0.2,0.0,0.2,3.8,1.1,1.1,-0.4,1.3,0.8,0.2,0.8,-0.2,0.6,1.0,0.2,-0.4,0.2,0.0,-0.2
Bremblens,2.0,0.6,-1.6,-0.4,0.0,-0.2,0.6,0.2,0.0,0.0,0.0,0.4,0.0,-0.4,0.0,0.0,-2.0,-0.6,1.6,0.4,0.0,0.2,-0.6,-0.2,0.0,0.0,0.0,-0.4,0.0,0.4,0.0,0.0
Buchillon,3.7,-1.0,0.2,0.8,-0.2,-0.3,-0.3,0.8,1.0,-0.3,1.0,0.8,0.3,-0.3,0.8,-0.3,-3.7,1.0,-0.2,-0.8,0.2,0.3,0.3,-0.8,-1.0,0.3,-1.0,-0.8,-0.3,0.3,-0.8,0.3
Bussy-Chardonney,5.8,0.5,0.8,-0.8,-0.8,0.5,0.5,0.3,-0.5,0.5,1.3,0.3,1.1,0.5,0.5,0.5,-5.8,-0.5,-0.8,0.8,0.8,-0.5,-0.5,-0.3,0.5,-0.5,-1.3,-0.3,-1.1,-0.5,-0.5,-0.5
Chigny,1.2,-2.1,1.2,-0.9,1.2,-0.9,0.0,0.6,0.0,0.6,0.0,0.0,0.3,0.9,0.0,0.0,-1.2,2.1,-1.2,0.9,-1.2,0.9,0.0,-0.6,0.0,-0.6,0.0,0.0,-0.3,-0.9,0.0,0.0
Clarmont,3.8,-1.3,2.5,0.6,-0.6,-3.1,0.0,-1.9,0.6,1.3,1.3,1.3,1.3,2.5,0.6,0.6,-3.8,1.3,-2.5,-0.6,0.6,3.1,0.0,1.9,-0.6,-1.3,-1.3,-1.3,-1.3,-2.5,-0.6,-0.6
Denens,1.8,-1.4,-0.1,-0.6,1.0,0.0,0.4,0.3,0.4,-0.3,0.0,0.3,0.7,0.8,0.6,-0.1,-1.8,1.4,0.1,0.6,-1.0,0.0,-0.4,-0.3,-0.4,0.3,0.0,-0.3,-0.7,-0.8,-0.6,0.1
Denges,0.7,-1.0,-1.3,-0.8,0.4,0.1,-0.3,0.4,0.8,0.0,0.6,0.8,0.4,0.3,0.2,0.1,-0.7,1.0,1.3,0.8,-0.4,-0.1,0.3,-0.4,-0.8,0.0,-0.6,-0.8,-0.4,-0.3,-0.2,-0.1
Echandens,0.8,-0.1,-0.5,-0.4,-0.3,-0.3,0.4,0.0,0.5,0.1,0.5,0.5,0.1,0.6,0.3,0.3,-0.8,0.1,0.5,0.4,0.3,0.3,-0.4,-0.0,-0.5,-0.1,-0.5,-0.5,-0.1,-0.6,-0.3,-0.3
Echichens,4.1,-0.3,-0.3,0.1,-0.3,0.3,0.1,0.3,0.3,0.1,0.2,-0.0,0.5,0.8,1.2,0.8,-4.1,0.3,0.3,-0.1,0.3,-0.3,-0.1,-0.3,-0.3,-0.1,-0.2,0.0,-0.5,-0.8,-1.2,-0.8
Etoy,1.2,-1.2,-0.7,-0.6,0.1,0.0,0.7,0.2,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.5,-1.2,1.2,0.7,0.6,-0.1,-0.0,-0.7,-0.2,-0.4,-0.3,-0.4,-0.4,-0.4,-0.3,-0.5,-0.5
Lavigny,0.5,-0.6,0.0,-0.6,0.1,0.3,0.7,-0.1,-0.3,0.4,-0.1,0.3,0.5,0.5,0.4,0.0,-0.5,0.6,0.0,0.6,-0.1,-0.3,-0.7,0.1,0.3,-0.4,0.1,-0.3,-0.5,-0.5,-0.4,0.0
Lonay,4.8,-1.1,0.3,-0.7,0.1,0.2,0.3,-0.2,0.6,0.1,0.3,0.0,0.7,1.0,1.3,0.7,-4.8,1.1,-0.3,0.7,-0.1,-0.2,-0.3,0.2,-0.6,-0.1,-0.3,0.0,-0.7,-1.0,-1.3,-0.7
Lully (VD),-3.5,-1.3,0.4,-0.7,0.0,0.4,0.3,-0.3,0.4,0.9,0.5,0.4,-0.1,0.3,0.3,0.1,3.5,1.3,-0.4,0.7,0.0,-0.4,-0.3,0.3,-0.4,-0.9,-0.5,-0.4,0.1,-0.3,-0.3,-0.1
Lussy-sur-Morges,2.6,-0.2,-0.6,-0.5,0.8,-0.3,1.2,-0.2,0.8,0.3,0.3,0.6,0.5,0.8,1.1,1.2,-2.6,0.2,0.6,0.5,-0.8,0.3,-1.2,0.2,-0.8,-0.3,-0.3,-0.6,-0.5,-0.8,-1.1,-1.2
Morges,5.0,-0.3,-0.5,-0.2,-0.3,0.1,0.1,0.3,0.6,0.5,0.7,1.1,0.9,1.0,1.0,0.7,-5.0,0.3,0.5,0.2,0.3,-0.1,-0.1,-0.3,-0.6,-0.5,-0.7,-1.1,-0.9,-1.0,-1.0,-0.7
Préverenges,0.5,-0.2,-0.9,-0.4,-0.1,0.2,-0.2,0.0,0.0,0.4,0.7,0.5,0.4,0.4,0.4,0.1,-0.5,0.2,0.9,0.4,0.1,-0.2,0.2,-0.0,-0.0,-0.4,-0.7,-0.5,-0.4,-0.4,-0.4,-0.1
Reverolle,-3.0,1.1,1.1,-2.2,-0.6,1.1,-1.1,0.3,-0.3,0.3,-0.3,1.4,0.0,-0.6,0.0,0.0,3.0,-1.1,-1.1,2.2,0.6,-1.1,1.1,-0.3,0.3,-0.3,0.3,-1.4,0.0,0.6,0.0,0.0
Romanel-sur-Morges,-1.3,-2.2,-0.4,-0.9,0.4,-0.2,0.2,-0.7,0.9,0.0,-0.7,-0.2,0.2,0.2,0.9,0.4,1.3,2.2,0.4,0.9,-0.4,0.2,-0.2,0.7,-0.9,0.0,0.7,0.2,-0.2,-0.2,-0.9,-0.4
Saint-Prex,2.5,-0.3,-0.7,-0.3,-0.4,0.3,0.0,0.1,0.2,0.4,0.8,0.4,0.7,0.3,0.3,0.2,-2.5,0.3,0.7,0.3,0.4,-0.3,-0.0,-0.1,-0.2,-0.4,-0.8,-0.4,-0.7,-0.3,-0.3,-0.2
Tolochenaz,1.3,0.1,0.3,0.0,-0.2,0.3,0.3,0.7,0.8,0.2,0.3,0.2,0.1,0.2,0.2,0.2,-1.3,-0.1,-0.3,0.0,0.2,-0.3,-0.3,-0.7,-0.8,-0.2,-0.3,-0.2,-0.1,-0.2,-0.2,-0.2
Vaux-sur-Morges,2.0,1.5,-3.0,1.5,0.5,1.0,0.0,-1.5,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,-2.0,-1.5,3.0,-1.5,-0.5,-1.0,0.0,1.5,-1.0,-0.5,-0.5,-0.5,-0.5,0.0,-1.0,0.0
Villars-sous-Yens,1.6,-0.2,-0.2,-0.2,0.5,-0.4,1.1,0.7,0.5,-0.5,0.2,0.0,0.2,-0.2,0.2,-0.4,-1.6,0.2,0.2,0.2,-0.5,0.4,-1.1,-0.7,-0.5,0.5,-0.2,0.0,-0.2,0.2,-0.2,0.4
Vufflens-le-Château,0.4,0.0,0.0,-0.2,0.2,0.5,-0.1,-0.1,0.1,0.7,0.1,0.5,0.0,0.7,0.2,-0.1,-0.4,0.0,0.0,0.2,-0.2,-0.5,0.1,0.1,-0.1,-0.7,-0.1,-0.5,0.0,-0.7,-0.2,0.1
Vullierens,-0.9,-1.1,-0.2,0.7,-0.2,0.4,0.0,0.0,0.7,0.2,0.7,0.2,0.4,0.7,0.2,0.2,0.9,1.1,0.2,-0.7,0.2,-0.4,0.0,0.0,-0.7,-0.2,-0.7,-0.2,-0.4,-0.7,-0.2,-0.2
Yens,0.3,0.1,-0.1,-0.3,0.3,0.7,0.0,0.4,-0.2,0.1,0.4,0.4,0.1,0.8,0.4,0.4,-0.3,-0.1,0.1,0.3,-0.3,-0.7,0.0,-0.4,0.2,-0.1,-0.4,-0.4,-0.1,-0.8,-0.4,-0.4
Allaman,-4.8,-2.0,-0.8,-1.3,-0.8,0.3,0.3,0.0,-1.0,-0.3,-0.5,1.0,0.3,0.3,0.0,0.8,4.8,2.0,0.8,1.3,0.8,-0.3,-0.3,0.0,1.0,0.3,0.5,-1.0,-0.3,-0.3,0.0,-0.8
Longirod,-1.1,-1.1,-1.1,-1.3,-0.2,0.2,-0.2,0.0,0.4,0.2,-0.2,0.4,0.0,0.4,0.2,0.0,1.1,1.1,1.1,1.3,0.2,-0.2,0.2,0.0,-0.4,-0.2,0.2,-0.4,0.0,-0.4,-0.2,0.0
Marchissy,-1.8,-0.9,-1.3,-0.9,-0.2,0.9,0.4,-0.2,0.4,0.7,-0.4,0.0,0.4,0.2,0.9,0.4,1.8,0.9,1.3,0.9,0.2,-0.9,-0.4,0.2,-0.4,-0.7,0.4,0.0,-0.4,-0.2,-0.9,-0.4
Saint-George,0.5,-0.2,-1.4,0.6,-0.2,0.1,0.5,-0.3,0.6,0.0,-0.2,0.2,0.1,0.4,0.7,0.0,-0.5,0.2,1.4,-0.6,0.2,-0.1,-0.5,0.3,-0.6,0.0,0.2,-0.2,-0.1,-0.4,-0.7,0.0
Arnex-sur-Nyon,-2.3,0.9,-0.9,0.5,-0.5,0.0,0.5,0.9,-0.5,0.0,0.0,0.0,1.4,0.0,0.0,0.0,2.3,-0.9,0.9,-0.5,0.5,0.0,-0.5,-0.9,0.5,0.0,0.0,0.0,-1.4,0.0,0.0,0.0
Arzier-Le Muids,1.2,-0.1,-0.2,-0.5,0.3,-0.3,-0.1,-0.3,0.0,0.2,-0.0,0.3,0.3,0.3,0.3,0.2,-1.2,0.1,0.2,0.5,-0.3,0.3,0.1,0.3,0.0,-0.2,0.0,-0.3,-0.3,-0.3,-0.3,-0.2
Bassins,-0.4,1.3,-1.1,-0.2,0.0,-0.2,-0.1,0.5,-0.2,0.2,0.2,0.0,0.5,0.2,0.2,0.2,0.4,-1.3,1.1,0.2,0.0,0.2,0.1,-0.5,0.2,-0.2,-0.2,0.0,-0.5,-0.2,-0.2,-0.2
Begnins,5.0,-0.1,-0.7,0.0,-0.1,-0.3,0.3,0.5,0.4,0.4,0.5,0.4,0.5,0.8,0.7,1.1,-5.0,0.1,0.7,0.0,0.1,0.3,-0.3,-0.5,-0.4,-0.4,-0.5,-0.4,-0.5,-0.8,-0.7,-1.1
Bogis-Bossey,0.8,-0.2,0.1,0.6,0.6,0.1,0.2,0.1,0.6,0.1,0.6,0.2,0.1,0.1,0.2,0.1,-0.8,0.2,-0.1,-0.6,-0.6,-0.1,-0.2,-0.1,-0.6,-0.1,-0.6,-0.2,-0.1,-0.1,-0.2,-0.1
Borex,1.0,0.8,-1.1,-0.7,-0.2,0.3,-0.6,0.4,0.4,0.7,0.3,0.3,0.3,0.2,0.3,0.1,-1.0,-0.8,1.1,0.7,0.2,-0.3,0.6,-0.4,-0.4,-0.7,-0.3,-0.3,-0.3,-0.2,-0.3,-0.1
Chavannes-de-Bogis,2.3,0.2,-0.4,0.3,-0.5,-0.3,0.5,0.7,0.2,-0.1,0.5,0.0,0.4,0.5,0.2,0.0,-2.3,-0.2,0.4,-0.3,0.5,0.3,-0.5,-0.7,-0.2,0.1,-0.5,0.0,-0.4,-0.5,-0.2,0.0
Chavannes-des-Bois,2.3,-0.6,-0.5,0.8,0.0,-0.6,0.0,0.0,-0.1,0.2,0.6,0.3,0.0,0.0,0.1,0.1,-2.3,0.6,0.5,-0.8,0.0,0.6,0.0,0.0,0.1,-0.2,-0.6,-0.3,0.0,0.0,-0.1,-0.1
Chéserex,1.5,-1.7,-0.8,0.6,-0.1,0.7,0.3,0.5,0.0,0.7,0.3,0.8,0.5,0.0,0.3,0.1,-1.5,1.7,0.8,-0.6,0.1,-0.7,-0.3,-0.5,0.0,-0.7,-0.3,-0.8,-0.5,0.0,-0.3,-0.1
Coinsins,3.4,1.6,-0.5,-0.2,-0.7,0.7,0.0,-0.5,1.1,1.6,0.7,-0.2,0.7,0.0,0.0,0.2,-3.4,-1.6,0.5,0.2,0.7,-0.7,0.0,0.5,-1.1,-1.6,-0.7,0.2,-0.7,0.0,0.0,-0.2
Commugny,1.5,-0.3,0.0,-0.2,0.2,-0.1,0.1,0.1,0.1,0.5,0.6,0.3,0.4,0.3,0.2,0.2,-1.5,0.3,0.0,0.2,-0.2,0.1,-0.1,-0.1,-0.1,-0.5,-0.6,-0.3,-0.4,-0.3,-0.2,-0.2
Coppet,0.1,-1.1,-0.7,-0.5,-0.3,0.2,0.2,0.3,0.2,0.4,0.5,0.0,0.4,0.7,0.3,0.2,-0.1,1.1,0.7,0.5,0.3,-0.2,-0.2,-0.3,-0.2,-0.4,-0.5,-0.0,-0.4,-0.7,-0.3,-0.2
Crans-près-Céligny,1.0,0.1,-0.7,-0.0,0.1,-0.1,0.4,0.6,0.4,0.0,0.3,0.2,0.2,0.3,0.2,0.2,-1.0,-0.1,0.7,0.0,-0.1,0.1,-0.4,-0.6,-0.4,-0.0,-0.3,-0.2,-0.2,-0.3,-0.2,-0.2
Crassier,-1.4,0.2,0.2,-0.3,0.3,0.3,-0.5,0.0,-0.5,0.1,-0.3,0.2,0.6,0.2,0.1,0.1,1.4,-0.2,-0.2,0.3,-0.3,-0.3,0.5,0.0,0.5,-0.1,0.3,-0.2,-0.6,-0.2,-0.1,-0.1
Duillier,0.5,-1.2,0.0,-0.5,-1.0,0.1,-0.2,0.3,0.4,1.0,0.1,0.2,0.4,0.4,0.2,0.0,-0.5,1.2,0.0,0.5,1.0,-0.1,0.2,-0.3,-0.4,-1.0,-0.1,-0.2,-0.4,-0.4,-0.2,0.0
Eysins,1.1,-0.1,-0.3,0.3,0.3,0.1,0.3,0.2,-0.3,0.2,-0.1,0.3,0.6,0.4,0.1,0.0,-1.1,0.1,0.3,-0.3,-0.3,-0.1,-0.3,-0.2,0.3,-0.2,0.1,-0.3,-0.6,-0.4,-0.1,0.0
Founex,0.3,-0.2,-0.3,-0.2,-0.2,0.1,0.2,0.0,0.1,0.3,0.2,0.5,0.1,0.2,0.3,0.1,-0.3,0.2,0.3,0.2,0.2,-0.1,-0.2,0.0,-0.1,-0.3,-0.2,-0.5,-0.1,-0.2,-0.3,-0.1
Genolier,2.1,0.3,-1.3,0.0,0.2,0.4,0.0,0.2,0.6,-0.3,0.4,0.6,0.4,0.3,0.4,0.3,-2.1,-0.3,1.3,0.0,-0.2,-0.4,0.0,-0.2,-0.6,0.3,-0.4,-0.6,-0.4,-0.3,-0.4,-0.3
Gingins,2.4,-0.6,-0.2,-0.5,0.1,0.2,-0.5,0.5,0.5,0.2,0.0,0.5,0.4,0.7,0.7,0.0,-2.4,0.6,0.2,0.5,-0.1,-0.2,0.5,-0.5,-0.5,-0.2,0.0,-0.5,-0.4,-0.7,-0.7,0.0
Givrins,-3.2,-1.4,-0.5,0.1,0.0,-0.5,0.2,-0.7,0.4,0.3,0.2,-0.2,0.8,0.5,0.1,0.1,3.2,1.4,0.5,-0.1,0.0,0.5,-0.2,0.7,-0.4,-0.3,-0.2,0.2,-0.8,-0.5,-0.1,-0.1
Gland,2.2,-0.1,-0.5,-0.5,-0.4,0.1,0.3,0.3,0.5,0.5,0.6,0.4,0.4,0.3,0.2,0.1,-2.2,0.1,0.5,0.5,0.4,-0.1,-0.3,-0.3,-0.5,-0.5,-0.6,-0.4,-0.4,-0.3,-0.2,-0.1
Grens,1.8,1.3,-0.3,0.3,-0.8,0.0,-0.3,-0.3,-0.8,0.0,1.0,0.3,0.3,0.0,0.3,0.5,-1.8,-1.3,0.3,-0.3,0.8,0.0,0.3,0.3,0.8,0.0,-1.0,-0.3,-0.3,0.0,-0.3,-0.5
Mies,0.5,-1.5,-0.2,-0.3,0.1,0.2,0.2,0.2,0.4,0.8,0.7,0.3,0.7,0.5,0.4,0.5,-0.5,1.5,0.2,0.3,-0.1,-0.2,-0.2,-0.2,-0.4,-0.8,-0.7,-0.3,-0.7,-0.5,-0.4,-0.5
Nyon,3.0,-0.2,-0.1,-0.4,-0.1,0.0,0.2,0.5,0.4,0.5,0.6,0.6,0.6,0.7,0.5,0.3,-3.0,0.2,0.1,0.4,0.1,0.0,-0.2,-0.5,-0.4,-0.5,-0.6,-0.6,-0.6,-0.7,-0.5,-0.3
Prangins,4.0,-0.2,-0.2,0.0,0.0,0.3,0.3,0.1,0.5,0.6,0.6,0.8,0.5,0.5,0.3,0.0,-4.0,0.2,0.2,0.0,0.0,-0.3,-0.3,-0.1,-0.5,-0.6,-0.6,-0.8,-0.5,-0.5,-0.3,-0.0
La Rippe,2.6,-1.2,-1.5,-0.1,0.8,0.6,-0.9,0.9,0.9,0.4,0.1,0.3,0.1,0.2,0.2,0.2,-2.6,1.2,1.5,0.1,-0.8,-0.6,0.9,-0.9,-0.9,-0.4,-0.1,-0.3,-0.1,-0.2,-0.2,-0.2
